region,province,municipality,division,school_id,school_name,school_type,year_1_male,year_1_female,year_2_male,year_2_female,year_3_male,year_3_female,year_4_male,year_4_female
XI (Davao Region),Davao del Sur,Malita,Davao del Sur,304269,B'Laan NHS,HS,51,64,35,57,25,37,12,27
XI (Davao Region),Compostela Valley,Monkayo,Compostela Valley,304176,Babag NHS,HS,70,63,79,68,49,53,50,47
XI (Davao Region),Davao Oriental,Baganga,Davao Oriental,304299,Baculin NHS,HS,76,89,73,77,42,60,50,56
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,325104,Badas High School (Mati NCHS-Annex),HS,50,76,51,58,38,42,34,44
XI (Davao Region),Davao Oriental,Baganga,Davao Oriental,304300,Baganga NHS,HS,194,222,214,192,143,162,102,156
XI (Davao Region),Davao del Sur,Davao City,Davao City,304342,Baguio HS Of Agriculture,HS,36,34,25,22,21,26,20,17
XI (Davao Region),Davao del Sur,Davao City,Davao City,316205,Baguio HS of Agriculture - Tambobong HS Annex,HS,50,71,48,49,16,35,24,34
XI (Davao Region),Davao del Sur,Davao City,Davao City,304343,Baguio National School of Arts and Trades,HS,160,147,148,150,100,108,84,83
XI (Davao Region),Davao Oriental,Lupon,Mati City,304320,BAGUMBAYAN AGRO-INDUSTRIAL High School,HS,40,37,31,41,30,42,38,36
XI (Davao Region),Davao del Norte,Santo Tomas,Davao del Norte,304219,Balagunan NHS,HS,49,58,61,44,53,40,26,37
XI (Davao Region),Davao del Sur,Jose Abad Santos (Trinidad),Davao del Sur,304264,Balangonan NHS,HS,52,54,38,42,23,41,29,35
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,304220,Balet NHS,HS,48,42,40,39,24,35,16,42
XI (Davao Region),Davao Oriental,Banaybanay,Mati City,304301,Banabanay National High School,HS,230,232,195,228,183,218,131,194
XI (Davao Region),Davao del Sur,Matanao,Davao del Sur,304289,Bangkal NHS,HS,80,95,71,84,63,61,57,50
XI (Davao Region),Compostela Valley,New Bataan,Compostela Valley,304177,Bantacan NHS,HS,83,55,64,54,40,50,40,47
XI (Davao Region),Davao del Sur,Magsaysay,Davao del Sur,304265,Barayong NHS,HS,169,151,144,136,146,159,146,141
XI (Davao Region),Davao del Sur,Santa Maria,Davao del Sur,304266,Basiawan NHS,HS,81,69,68,68,59,70,37,67
XI (Davao Region),Davao del Sur,Santa Cruz,Davao del Sur,304295,Bato NHS,HS,40,39,32,39,28,36,19,30
XI (Davao Region),Compostela Valley,Nabunturan (Capital),Compostela Valley,304178,Bayabas NHS,HS,39,29,31,41,25,22,28,31
XI (Davao Region),Davao del Sur,Davao City,Davao City,316201,Bernardino B. Bosque NHS,HS,147,124,143,131,68,120,80,90
XI (Davao Region),Davao del Sur,Davao City,Davao City,304345,Bernardo Carpio BHS,HS,332,259,346,280,268,287,260,244
XI (Davao Region),Davao del Sur,Davao City,Davao City,304347,Biao NHS,HS,51,59,41,63,47,55,39,43
XI (Davao Region),Davao del Sur,Davao City,Davao City,304348,Biao NHS - Talandang HS Annex,HS,45,32,27,28,23,23,14,24
XI (Davao Region),Davao del Sur,Davao City,Davao City,304349,Binowang NHS,HS,35,28,33,40,18,26,26,31
XI (Davao Region),Davao del Sur,Davao City,Davao City,304350,Binugao NHS,HS,57,48,52,52,40,44,41,28
XI (Davao Region),Davao del Sur,Davao City,Davao City,304351,Binugao NHS - Baracatan NHS,HS,32,47,57,30,31,41,29,31
XI (Davao Region),Davao Oriental,San Isidro,Mati City,304302,Bitaogan National High School,HS,58,51,52,35,24,28,24,24
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,304303,Bobon National High School,HS,53,67,61,62,42,56,38,46
XI (Davao Region),Compostela Valley,Pantukan,Compostela Valley,304179,Bongabong NHS,HS,79,70,82,90,56,72,43,60
XI (Davao Region),Davao Oriental,Boston,Davao Oriental,304304,Boston NHS,HS,155,161,140,125,74,80,78,89
XI (Davao Region),Davao del Sur,Davao City,Davao City,304353,Buda NHS,HS,40,36,43,35,38,18,38,44
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,304305,Buso National High School,HS,46,46,36,46,39,42,37,33
XI (Davao Region),Davao del Sur,Davao City,Davao City,304346,Cabantian NHS,HS,247,205,182,195,178,185,137,159
XI (Davao Region),Davao del Norte,Braulio E. Dujali,Davao del Norte,304221,Cabayangan NHS,HS,80,64,100,78,110,80,100,62
XI (Davao Region),Davao Oriental,Lupon,Mati City,304306,Calapagan National High School,HS,28,35,30,30,20,30,20,36
XI (Davao Region),Davao del Sur,Davao City,Davao City,304354,Calinan NHS,HS,402,417,296,358,293,367,278,322
XI (Davao Region),Davao del Sur,Davao City,Davao City,316212,Calinan NHS Annex -Tamayong HS,HS,62,35,38,45,40,40,25,34
XI (Davao Region),Compostela Valley,New Bataan,Compostela Valley,304180,Camanlangan NHS,HS,99,98,75,105,64,78,57,74
XI (Davao Region),Davao del Norte,Kapalong,Davao del Norte,304234,Capungangan HS,HS,60,49,55,52,33,45,35,37
XI (Davao Region),Davao Oriental,Caraga,Davao Oriental,304307,Caraga NHS,HS,119,139,128,125,95,108,82,77
XI (Davao Region),Davao del Norte,Carmen,Davao del Norte,304222,Carmen NHS,HS,273,278,230,273,153,200,145,193
XI (Davao Region),Davao del Sur,Davao City,Davao City,316202,Catalunan Pequeno National High School,HS,138,136,106,111,109,120,78,88
XI (Davao Region),Davao Oriental,Cateel,Davao Oriental,304309,Cateel Nat'l. Agricultural HS,HS,70,69,58,67,36,45,21,42
XI (Davao Region),Davao Oriental,Cateel,Davao Oriental,304311,Cateel Voc.HS,HS,238,282,216,221,133,158,94,164
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,304223,Cogon NHS,HS,84,53,59,61,46,46,38,38
XI (Davao Region),Compostela Valley,Compostela,Compostela Valley,304181,Compostela NHS,HS,435,479,399,440,335,402,326,406
XI (Davao Region),Compostela Valley,Compostela,Compostela Valley,315819,Compostela NHS- Bango HS Annex,HS,34,30,20,24,22,30,17,28
XI (Davao Region),Compostela Valley,Compostela,Compostela Valley,304184,Consuelo M. Valderrama NHS,HS,31,35,36,32,15,37,19,28
XI (Davao Region),Davao Oriental,Baganga,Davao Oriental,304312,Crispin E. Rojas NHS,HS,116,146,123,118,75,93,74,90
XI (Davao Region),Davao del Sur,Davao City,Davao City,304356,Crossing Bayabas NHS,HS,405,390,344,360,277,294,247,287
XI (Davao Region),Davao del Sur,Davao City,Davao City,316207,Crossing Bayabas NHS - Camansi HS Annex,HS,59,60,46,49,49,44,38,30
XI (Davao Region),Davao del Sur,Davao City,Davao City,316206,Crossing Bayabas NHs - Don Enrique Bustamante NHS,HS,155,127,90,106,78,84,63,75
XI (Davao Region),Davao del Sur,Davao City,Davao City,304357,Crossing Bayabas NHS - E. B. Lopez Mem. NHS,HS,56,57,54,58,50,37,36,42
XI (Davao Region),Davao del Sur,Davao City,Davao City,304358,Dacudao NHS,HS,96,86,72,75,77,64,45,67
XI (Davao Region),Davao del Sur,Davao City,Davao City,304359,Daniel R. Aguinaldo NHS (Matina NHS),HS,958,896,738,853,647,749,519,649
XI (Davao Region),Davao del Norte,Kapalong,Davao del Norte,304224,Datu Balong NHS,HS,73,67,81,63,63,59,69,45
XI (Davao Region),Davao del Norte,Talaingod,Davao del Norte,304258,Datu Jose A. Libayao Memorial NHS,HS,61,52,30,48,43,34,18,28
XI (Davao Region),Davao del Sur,Davao City,Davao City,304360,Davao City NHS,HS,"1,296","1,238","1,034","1,141",839,"1,068",740,980
XI (Davao Region),Davao del Sur,Davao City,Davao City,304363,Davao City Special National High School,HS,54,57,36,45,32,31,30,48
XI (Davao Region),Davao del Sur,Malalag,Davao del Sur,304270,Davao Del Sur SOF,HS,298,266,198,250,157,167,97,141
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,304328,Davao Oriental Regional Science High School,HS,88,91,45,48,34,49,31,42
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,304313,Dawan National High School,HS,65,77,54,48,59,62,35,38
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,323402,Del Monte National High School,HS,45,33,53,41,21,35,22,34
XI (Davao Region),Davao Oriental,Manay,Davao Oriental,316102,Del Pilar NHS (Manay NHS-Annex),HS,14,29,21,25,10,15,4,12
XI (Davao Region),Davao del Sur,Malita,Davao del Sur,304271,Demolok Valley NHS,HS,61,70,32,53,42,36,38,41
XI (Davao Region),Davao del Sur,City of Digos (Capital),Digos City,304400,Digos City NHS (Davao Del Sur NHS),HS,"1,261","1,329","1,027","1,188",718,"1,058",684,921
XI (Davao Region),Davao del Sur,City of Digos (Capital),Digos City,316303,Digos City NHS - Balabag HS Annex,HS,45,41,40,31,23,22,17,24
XI (Davao Region),Davao del Sur,City of Digos (Capital),Digos City,316301,Digos City NHS - Igpit HS Annex,HS,104,44,59,38,39,45,27,45
XI (Davao Region),Davao del Sur,City of Digos (Capital),Digos City,316302,Digos City NHS - Matti HS Annex,HS,55,55,59,37,41,46,38,42
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,304314,Don Enrique Lopez National High School,HS,30,37,25,24,18,30,18,15
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,304227,Don Esteban Dasalla National High School,HS,25,17,30,28,18,28,30,24
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,304405,Don Manuel A. Javellana Memorial National High School,HS,90,69,79,68,56,71,48,58
XI (Davao Region),Davao del Sur,Don Marcelino,Davao del Sur,304272,Don Marcelino NHS,HS,69,83,56,61,38,43,45,31
XI (Davao Region),Davao Oriental,Lupon,Mati City,316106,Don Mariano Marcos National High School,HS,44,23,36,38,25,36,22,28
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,316104,DON SALVADOR LOPEZ National High School,HS,41,75,41,52,36,40,22,47
XI (Davao Region),Compostela Valley,Laak (San Vicente),Compostela Valley,304185,Don Vicente Romualdez NHS,HS,67,84,50,50,53,42,27,43
XI (Davao Region),Davao del Sur,Davao City,Davao City,304361,Dona Carmen Denia NHS,HS,662,538,514,521,510,518,415,468
XI (Davao Region),Davao del Sur,Davao City,Davao City,304362,Dona Carmen Denia NHS - J. V. Ferriols HS,HS,96,81,71,60,68,58,48,47
XI (Davao Region),Davao del Norte,Kapalong,Davao del Norte,304228,Do–a Carmen Soriano NHS,HS,74,42,51,36,42,33,42,49
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,325101,Dona Rosa G. Rabat Memorial High School,HS,57,53,44,50,30,40,43,56
XI (Davao Region),Davao Oriental,Baganga,Davao Oriental,304316,Dr. Beato C. Macayra NHS,HS,89,102,120,117,96,101,68,99
XI (Davao Region),Davao del Sur,Davao City,Davao City,304367,Dr. Santiago Dakudao Sr. Nat'l High School,HS,172,158,143,134,122,118,92,124
XI (Davao Region),Davao del Norte,Braulio E. Dujali,Davao del Norte,304229,Dujali NHS,HS,141,107,130,119,118,143,106,110
XI (Davao Region),Davao Oriental,Manay,Davao Oriental,304315,E. Moralizon NVHS,HS,111,141,115,155,56,110,69,80
XI (Davao Region),Davao del Sur,Davao City,Davao City,304364,E. Ramos NHS,HS,47,23,41,37,27,33,11,23
XI (Davao Region),Davao del Sur,Jose Abad Santos (Trinidad),Davao del Sur,304273,Edna Guillermo MHS,HS,76,98,77,75,47,68,28,65
XI (Davao Region),Davao del Sur,Davao City,Davao City,304344,Elias P. Dacudao Gumalang School of Home Industries,HS,32,34,38,29,30,28,31,11
XI (Davao Region),Compostela Valley,Maco,Compostela Valley,304186,Elizalde NHS,HS,95,100,60,101,65,102,50,82
XI (Davao Region),Davao del Sur,Davao City,Davao City,304395,Emilio J. Estipona- Guinga NHS,HS,49,60,60,49,27,50,31,33
XI (Davao Region),Davao del Sur,Davao City,Davao City,304365,Erico T. Nograles NHS,HS,210,185,217,182,161,196,149,163
XI (Davao Region),Davao del Sur,Davao City,Davao City,304366,F. Bangoy NHS,HS,697,636,560,536,491,522,392,475
XI (Davao Region),Davao del Sur,Davao City,Davao City,304368,F. Bustamante NHS,HS,394,432,414,394,306,392,244,332
XI (Davao Region),Davao del Sur,Santa Cruz,Davao del Sur,304263,Federico Yap NHS,HS,171,131,126,97,82,111,88,93
XI (Davao Region),Davao del Sur,Sulop,Davao del Sur,316005,Felipe-Inocencia Deluao NHS,HS,57,41,77,57,52,54,56,46
XI (Davao Region),Davao del Sur,Malita,Davao del Sur,304267,Fishing Village Comprehensive NHS,HS,168,172,128,184,106,98,87,98
XI (Davao Region),Davao del Sur,Davao City,Davao City,304383,G.Astilla Sr. Cultural Minority HS - Marilog NHS Annex,HS,20,23,13,18,9,15,9,7
XI (Davao Region),Compostela Valley,Compostela,Compostela Valley,304187,Gabi NHS,HS,81,95,70,83,63,78,62,82
XI (Davao Region),Davao del Sur,Davao City,Davao City,304369,"Gorgonio Tajo, Sr. NHS",HS,45,60,56,56,39,53,33,31
XI (Davao Region),Davao del Sur,Kiblawan,Davao del Sur,304274,Gov. N. Llanos NHS,HS,113,84,79,81,52,45,41,47
XI (Davao Region),Davao del Sur,Davao City,Davao City,304378,GOV. VICENTE DUTERTE NATIONAL HIGH SCHOOL,HS,126,102,87,103,89,73,71,99
XI (Davao Region),Davao del Sur,Hagonoy,Davao del Sur,304275,Hagonoy NHS,HS,259,228,209,200,204,209,174,203
XI (Davao Region),Davao del Sur,Santa Maria,Davao del Sur,304276,Heracleo Casco MNHS,HS,203,229,178,187,139,173,77,132
XI (Davao Region),Davao del Sur,Kiblawan,Davao del Sur,304277,Ihan NHS,HS,89,71,79,72,66,98,50,43
XI (Davao Region),Davao del Sur,Santa Cruz,Davao del Sur,304278,Inawayan NHS,HS,114,113,100,110,86,99,64,91
XI (Davao Region),Davao del Sur,Davao City,Davao City,316210,Inayangan HS (Telesforo Annex),HS,39,35,31,40,21,27,12,28
XI (Davao Region),Davao del Sur,Davao City,Davao City,304377,JESUS J. SORIANO NATIONAL HIGH SCHOOL,HS,176,151,129,122,120,121,86,108
XI (Davao Region),Davao del Sur,Don Marcelino,Davao del Sur,304292,John Martin Johnson HS (Lamidan),HS,51,59,41,54,36,34,20,37
XI (Davao Region),Davao del Sur,Jose Abad Santos (Trinidad),Davao del Sur,304281,Jose Abad Santos NHS,HS,152,178,137,157,101,118,84,91
XI (Davao Region),Davao del Sur,Sarangani,Davao del Sur,304282,Jose De Arce MHS (Sangkokdatal HS),HS,40,39,26,25,25,16,10,21
XI (Davao Region),Davao del Norte,City of Tagum (Capital),Tagum City,304231,Jose Tuason Jr. Memorial National High School,HS,89,93,95,102,95,87,79,79
XI (Davao Region),Davao del Sur,Jose Abad Santos (Trinidad),Davao del Sur,304283,Kalbay NHS,HS,64,63,74,59,45,45,39,38
XI (Davao Region),Compostela Valley,Nabunturan (Capital),Compostela Valley,315806,Kao NHS,HS,39,51,40,42,30,36,32,37
XI (Davao Region),Davao del Norte,Kapalong,Davao del Norte,304233,Kapalong National High School,HS,198,261,175,267,188,198,144,179
XI (Davao Region),Compostela Valley,Laak (San Vicente),Compostela Valley,304188,Kapatagan NHS,HS,105,92,79,81,61,82,57,65
XI (Davao Region),Davao del Sur,City of Digos (Capital),Digos City,304401,Kapatagan NHS,HS,123,142,118,115,84,86,82,81
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,304236,Kaputian NHS,HS,81,61,66,87,59,64,40,34
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,316403,Kauswagan National High School,HS,66,44,49,49,34,46,29,23
XI (Davao Region),Compostela Valley,Laak (San Vicente),Compostela Valley,304190,Kidawa NHS,HS,36,44,35,40,21,26,20,30
XI (Davao Region),Davao del Norte,Santo Tomas,Davao del Norte,304237,Kimamon NHS,HS,121,127,116,121,104,113,94,108
XI (Davao Region),Davao del Norte,City of Tagum (Capital),Tagum City,304238,La Filipina NHS,HS,335,366,293,358,254,277,211,236
XI (Davao Region),Davao del Norte,Santo Tomas,Davao del Norte,304255,La Libertad NHS,HS,55,69,67,64,59,51,46,55
XI (Davao Region),Davao del Norte,Carmen,Davao del Norte,315904,La Paz NHS,HS,34,49,43,42,40,43,33,31
XI (Davao Region),Compostela Valley,Laak (San Vicente),Compostela Valley,304189,Laak NHS,HS,242,291,237,221,183,239,169,177
XI (Davao Region),Davao del Sur,Davao City,Davao City,304371,Lamanan National High School,HS,30,28,30,45,18,36,29,35
XI (Davao Region),Compostela Valley,Maragusan (San Mariano),Compostela Valley,315813,Langgawisan NHS,HS,19,33,13,24,11,23,21,23
XI (Davao Region),Davao del Norte,City of Tagum (Capital),Tagum City,304226,Laureta National High School,HS,90,85,87,86,71,76,75,71
XI (Davao Region),Davao Oriental,Governor Generoso,Mati City,316108,LAVIGAN National High School,HS,22,27,10,22,20,19,30,29
XI (Davao Region),Davao del Sur,Don Marcelino,Davao del Sur,304291,Lawa NHS,HS,127,121,112,110,59,92,34,50
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,325102,Lawigan National High School,HS,38,40,40,33,30,22,15,25
XI (Davao Region),Davao Oriental,Banaybanay,Mati City,316107,Leandro G. Japos National High School,HS,34,51,34,46,45,27,21,35
XI (Davao Region),Davao del Sur,Davao City,Davao City,304391,"Leon Garcia, Sr. NHS (San Juan NHS)",HS,206,209,168,174,138,158,115,136
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,304318,Libudon National High School,HS,68,55,50,69,41,56,32,44
XI (Davao Region),Davao del Norte,New Corella,Davao del Norte,304239,Limbaan NHS,HS,123,94,81,95,78,74,72,69
XI (Davao Region),Davao del Norte,San Isidro,Davao del Norte,304240,Linao NHS,HS,44,36,43,45,35,36,41,34
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,304409,Little Panay National High School,HS,18,15,25,15,12,19,13,14
XI (Davao Region),Compostela Valley,Mawab,Compostela Valley,304191,Lorenzo S. Sarmiento Sr. NHS,HS,167,168,126,169,128,151,107,134
XI (Davao Region),Davao del Sur,Davao City,Davao City,304373,Los Amigos NHS,HS,149,137,100,124,94,116,74,98
XI (Davao Region),Davao del Sur,Magsaysay,Davao del Sur,304284,Lower Bala NHS,HS,69,55,63,46,49,46,39,50
XI (Davao Region),Davao del Sur,Davao City,Davao City,304374,Lower Tamugan NHS,HS,110,122,82,92,61,87,52,59
XI (Davao Region),Davao del Sur,Davao City,Davao City,316208,Lower Tamugan NHS-Suawan HS Annex,HS,43,39,39,40,30,23,23,28
XI (Davao Region),Davao del Norte,Kapalong,Davao del Norte,304241,Luna NHS,HS,84,69,48,66,54,63,43,57
XI (Davao Region),Davao Oriental,Lupon,Mati City,304321,Lupon National Comprehensive High School (Lupon Voc'l. HS - Annex B),HS,155,136,138,142,78,122,94,104
XI (Davao Region),Davao Oriental,Lupon,Mati City,304319,Lupon Vocational High School,HS,249,215,207,226,197,214,164,178
XI (Davao Region),Davao Oriental,Governor Generoso,Mati City,304322,Luzon National High School,HS,116,124,87,100,79,80,70,75
XI (Davao Region),Davao del Sur,Davao City,Davao City,304375,MAA NATIONAL HIGH SCHOOL,HS,321,287,297,290,235,250,189,219
XI (Davao Region),Davao del Norte,Kapalong,Davao del Norte,304242,Mabantao NHS,HS,36,43,29,28,35,49,23,14
XI (Davao Region),Compostela Valley,Mabini (Do„A Alicia),Compostela Valley,304192,Mabini NHS,HS,184,142,117,135,123,144,96,102
XI (Davao Region),Davao del Sur,Davao City,Davao City,304376,Mabini NHS,HS,226,186,158,166,123,163,104,133
XI (Davao Region),Davao del Norte,Carmen,Davao del Norte,304244,Mabuhay NHS,HS,47,36,38,32,23,28,26,22
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,316404,Mabunao National High School,HS,32,33,27,31,19,14,23,20
XI (Davao Region),Davao Oriental,City of Mati (Capital),Mati City,325105,Macambol National High School (Dawan NHS-Annex),HS,37,38,23,30,28,36,26,17
XI (Davao Region),Davao Oriental,Lupon,Mati City,304323,Macangao Agri. - Vocational High School,HS,73,58,46,55,35,31,38,28
XI (Davao Region),Compostela Valley,Maco,Compostela Valley,304193,Maco NHS,HS,329,360,293,331,251,330,242,305
XI (Davao Region),Compostela Valley,Pantukan,Compostela Valley,315807,Magnaga NHS,HS,113,115,89,106,68,88,63,93
XI (Davao Region),Davao del Sur,Davao City,Davao City,316213,Mahayag High School (F Bustamante NHS Annex),HS,85,77,61,53,49,61,59,50
XI (Davao Region),Compostela Valley,Nabunturan (Capital),Compostela Valley,304194,Mainit NHS,HS,76,87,67,99,57,78,56,55
XI (Davao Region),Davao del Sur,Davao City,Davao City,304379,Malabog NHS,HS,74,97,57,88,48,59,47,43
XI (Davao Region),Davao del Sur,Davao City,Davao City,316204,Malabog NHS-Sumimao NHS,HS,18,28,15,25,14,22,14,16
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,304406,Malativas National High School,HS,36,28,26,29,21,24,18,21
XI (Davao Region),Davao del Norte,Island Garden City of Samal,Island Garden City of Samal,304245,Mambago-B NHS,HS,117,93,45,60,57,62,44,54
XI (Davao Region),Compostela Valley,Nabunturan (Capital),Compostela Valley,304195,Manat NHS,HS,143,139,115,140,77,101,77,79
XI (Davao Region),Davao del Norte,City of Panabo,Panabo City,304407,Manay National High School,HS,93,80,72,54,52,55,46,61
XI (Davao Region),Davao Oriental,Manay,Davao Oriental,304324,Manay NHS,HS,142,148,91,118,86,100,80,74
XI (Davao Region),Davao del Sur,Davao City,Davao City,304380,Mandug NHS (Pablo Lorenzo NHS),HS,181,149,146,140,146,121,130,134
XI (Davao Region),Compostela Valley,Compostela,Compostela Valley,304182,Mangayon NHS,HS,51,52,29,52,35,46,41,30
XI (Davao Region),Davao Oriental,San Isidro,Mati City,304317,"Manuel S. Nasser, Sr. National High School",HS,57,58,44,56,35,50,43,37
XI (Davao Region),Compostela Valley,Compostela,Compostela Valley,304196,Maparat NHS,HS,52,42,45,39,34,43,33,26
XI (Davao Region),Compostela Valley,Maragusan (San Mariano),Compostela Valley,304197,Mapawa NHS,HS,124,116,92,112,79,77,72,68
XI (Davao Region),Compostela Valley,Maragusan (San Mariano),Compostela Valley,304198,Maragusan NHS,HS,283,279,243,260,159,200,148,176
XI (Davao Region),Davao Oriental,Lupon,Mati City,316101,Marayag National High School (Calapagan NHS - Annex),HS,41,44,35,36,28,38,19,25
XI (Davao Region),Davao del Sur,Bansalan,Davao del Sur,304286,Marber NHS,HS,179,151,148,150,151,164,97,131
XI (Davao Region),Davao del Sur,Malita,Davao del Sur,304287,Mariano Peralta NHS,HS,338,408,283,343,277,310,173,204
XI (Davao Region),Davao del Sur,Davao City,Davao City,304381,Marilog HS Of Agriculture,HS,39,36,17,17,14,11,17,3
