psgc_prov,pov_prov_year,pov_prov_type_of_poverty,pov_prov_measure,pov_prov_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
50500000,2006,Subsistence,Magnitude,Among Population,166543.4,-,26695.99284,122628.4918,210458.3082
51600000,2006,Subsistence,Magnitude,Among Population,102262.8,-,22988.74012,64446.3225,140079.2775
51700000,2006,Subsistence,Magnitude,Among Population,418514.3,-,50895.07531,334791.9011,502236.6989
52000000,2006,Subsistence,Magnitude,Among Population,42402.45,-,10083.60893,25814.91331,58989.98669
54100000,2006,Subsistence,Magnitude,Among Population,232128.5,-,39016.37423,167946.5644,296310.4356
56200000,2006,Subsistence,Magnitude,Among Population,89747.07,-,22139.3753,53327.79763,126166.3424
60400000,2006,Subsistence,Magnitude,Among Population,93866.49,-,19210.38124,62265.41286,125467.5671
60600000,2006,Subsistence,Magnitude,Among Population,121018.8,-,25351.74473,79315.17993,162722.4201
61900000,2006,Subsistence,Magnitude,Among Population,60509.64,-,16194.78098,33869.22529,87150.05471
67900000,2006,Subsistence,Magnitude,Among Population,4369.999,-,3681.297014,-1685.734588,10425.73259
63000000,2006,Subsistence,Magnitude,Among Population,195811.7,-,40025.70509,129969.4151,261653.9849
64500000,2006,Subsistence,Magnitude,Among Population,289878.2,-,47915.10377,211057.8543,368698.5457
71200000,2006,Subsistence,Magnitude,Among Population,322269.8,-,49578.28239,240713.5255,403826.0745
72200000,2006,Subsistence,Magnitude,Among Population,579507.6,-,61287.52881,478689.6151,680325.5849
74600000,2006,Subsistence,Magnitude,Among Population,273901.6,-,47617.55823,195570.7167,352232.4833
76100000,2006,Subsistence,Magnitude,Among Population,15472.64,-,7128.788944,3745.782188,27199.49781
87800000,2006,Subsistence,Magnitude,Among Population,18796.86,-,4413.173008,11537.1904,26056.5296
82600000,2006,Subsistence,Magnitude,Among Population,134811.3,-,27777.78792,89116.83887,180505.7611
83700000,2006,Subsistence,Magnitude,Among Population,313428.4,-,42681.61803,243217.1383,383639.6617
84800000,2006,Subsistence,Magnitude,Among Population,192862.1,-,37551.90804,131089.2113,254634.9887
86400000,2006,Subsistence,Magnitude,Among Population,38616.35,-,9940.553875,22264.13888,54968.56112
86000000,2006,Subsistence,Magnitude,Among Population,117486,-,26071.60127,74598.21591,160373.7841
97200000,2006,Subsistence,Magnitude,Among Population,433316.5,-,46327.29665,357108.097,509524.903
97300000,2006,Subsistence,Magnitude,Among Population,268575.9,-,37915.96856,206204.1317,330947.6683
98300000,2006,Subsistence,Magnitude,Among Population,105427.9,-,22931.99375,67704.77028,143151.0297
99700000,2006,Subsistence,Magnitude,Among Population,24173.16,-,13539.97401,1899.902757,46446.41724
101300000,2006,Subsistence,Magnitude,Among Population,283444.4,-,46352.33647,207194.8065,359693.9935
101800000,2006,Subsistence,Magnitude,Among Population,11703.51,-,5769.829238,2212.140904,21194.8791
103500000,2006,Subsistence,Magnitude,Among Population,189677,-,32524.67486,136173.9098,243180.0902
104200000,2006,Subsistence,Magnitude,Among Population,122195.5,-,25015.4695,81045.05267,163345.9473
104300000,2006,Subsistence,Magnitude,Among Population,254833.6,-,37121.46445,193768.791,315898.409
112300000,2006,Subsistence,Magnitude,Among Population,141588.8,-,37899.24784,79244.5373,203933.0627
112400000,2006,Subsistence,Magnitude,Among Population,273479.2,-,37540.30014,211725.4063,335232.9937
112500000,2006,Subsistence,Magnitude,Among Population,117911.2,-,22287.97476,81247.48151,154574.9185
118200000,2006,Subsistence,Magnitude,Among Population,112744.4,-,25332.48443,71072.46311,154416.3369
124700000,2006,Subsistence,Magnitude,Among Population,147218.6,-,26197.97768,104122.9267,190314.2733
128000000,2006,Subsistence,Magnitude,Among Population,131864.6,-,16859.96598,104129.956,159599.244
126300000,2006,Subsistence,Magnitude,Among Population,180680.6,-,31772.99072,128414.0303,232947.1697
126500000,2006,Subsistence,Magnitude,Among Population,184204.9,-,29298.47283,136008.9122,232400.8878
129800000,2006,Subsistence,Magnitude,Among Population,41031.26,-,17904.58512,11578.21748,70484.30252
160200000,2006,Subsistence,Magnitude,Among Population,146384.8,-,23807.55066,107221.3792,185548.2208
160300000,2006,Subsistence,Magnitude,Among Population,193709.7,-,33917.27573,137915.7814,249503.6186
166700000,2006,Subsistence,Magnitude,Among Population,150544.1,-,19157.33992,119030.2758,182057.9242
166800000,2006,Subsistence,Magnitude,Among Population,138478.3,-,21723.36085,102743.3714,174213.2286
150700000,2006,Subsistence,Magnitude,Among Population,16380.44,-,13163.71546,-5273.871936,38034.75194
153600000,2006,Subsistence,Magnitude,Among Population,146289.7,-,47734.97439,67765.66713,224813.7329
153800000,2006,Subsistence,Magnitude,Among Population,205934.1,-,37722.82182,143880.0581,267988.1419
156600000,2006,Subsistence,Magnitude,Among Population,64233.28,-,16075.85066,37788.50566,90678.05434
157000000,2006,Subsistence,Magnitude,Among Population,96404.8,-,28350.04263,49768.97987,143040.6201
130000000,2009,Subsistence,Magnitude,Among Population,55633.85,-,15558.61027,30039.93611,81227.76389
140100000,2009,Subsistence,Magnitude,Among Population,66180.2,-,16691.99748,38721.86414,93638.53586
148100000,2009,Subsistence,Magnitude,Among Population,32924.51,-,9474.947971,17338.22059,48510.79941
141100000,2009,Subsistence,Magnitude,Among Population,13695.83,-,6958.50133,2249.095312,25142.56469
142700000,2009,Subsistence,Magnitude,Among Population,18648.98,-,8471.233867,4713.800289,32584.15971
143200000,2009,Subsistence,Magnitude,Among Population,31512.48,-,8079.038417,18222.4618,44802.4982
144400000,2009,Subsistence,Magnitude,Among Population,36201.12,-,10190.3859,19437.93519,52964.30481
12800000,2009,Subsistence,Magnitude,Among Population,22908.35,-,8623.491258,8722.70688,37093.99312
12900000,2009,Subsistence,Magnitude,Among Population,25296.75,-,10625.63071,7817.587479,42775.91252
13300000,2009,Subsistence,Magnitude,Among Population,98329.76,-,38074.64166,35696.97447,160962.5455
15500000,2009,Subsistence,Magnitude,Among Population,210399.1,-,27749.29123,164751.5159,256046.6841
20900000,2009,Subsistence,Magnitude,Among Population,0,-,0,0,0
21500000,2009,Subsistence,Magnitude,Among Population,106899.5,-,20873.36114,72562.82093,141236.1791
23100000,2009,Subsistence,Magnitude,Among Population,138980.2,-,23527.16536,100278.013,177682.387
25000000,2009,Subsistence,Magnitude,Among Population,16231.25,-,10547.31027,-1119.075401,33581.5754
25700000,2009,Subsistence,Magnitude,Among Population,12858.76,-,6027.920935,2942.830062,22774.68994
37700000,2009,Subsistence,Magnitude,Among Population,2904.852,-,2615.254709,-1397.241996,7206.945996
30800000,2009,Subsistence,Magnitude,Among Population,0,-,0,0,0
31400000,2009,Subsistence,Magnitude,Among Population,23725.69,-,8847.926791,9170.850428,38280.52957
34900000,2009,Subsistence,Magnitude,Among Population,236447.8,-,39448.12781,171555.6297,301339.9703
35400000,2009,Subsistence,Magnitude,Among Population,32306.78,-,16209.38143,5642.347552,58971.21245
36900000,2009,Subsistence,Magnitude,Among Population,63482.82,-,16785.89282,35870.02631,91095.61369
37100000,2009,Subsistence,Magnitude,Among Population,61984.59,-,17736.06067,32808.7702,91160.4098
41000000,2009,Subsistence,Magnitude,Among Population,126620.7,-,41194.85106,58855.17,194386.23
42100000,2009,Subsistence,Magnitude,Among Population,0,-,0,0,0
43400000,2009,Subsistence,Magnitude,Among Population,28341.28,-,14741.64314,4091.277038,52591.28296
45600000,2009,Subsistence,Magnitude,Among Population,138390.1,-,39714.71207,73059.39865,203720.8013
45800000,2009,Subsistence,Magnitude,Among Population,50252.11,-,20332.14836,16805.72594,83698.49406
174000000,2009,Subsistence,Magnitude,Among Population,32097.51,-,9168.753978,17014.90971,47180.11029
175100000,2009,Subsistence,Magnitude,Among Population,61064.89,-,12122.34081,41123.63936,81006.14064
175200000,2009,Subsistence,Magnitude,Among Population,109600.9,-,25162.69065,68208.27389,150993.5261
175300000,2009,Subsistence,Magnitude,Among Population,131035.2,-,43284.93579,59831.48063,202238.9194
175900000,2009,Subsistence,Magnitude,Among Population,38801.04,-,8740.752591,24422.50199,53179.57801
50500000,2009,Subsistence,Magnitude,Among Population,184950.1,-,39551.14934,119888.4593,250011.7407
51600000,2009,Subsistence,Magnitude,Among Population,64081.46,-,11462.54615,45225.57159,82937.34841
51700000,2009,Subsistence,Magnitude,Among Population,365353.2,-,46407.80896,289012.3543,441694.0457
52000000,2009,Subsistence,Magnitude,Among Population,32316.8,-,21746.04805,-3455.449049,68089.04905
54100000,2009,Subsistence,Magnitude,Among Population,212088.2,-,44325.58252,139172.6168,285003.7832
56200000,2009,Subsistence,Magnitude,Among Population,86843.39,-,15689.97892,61033.37467,112653.4053
60400000,2009,Subsistence,Magnitude,Among Population,118899.5,-,26361.74628,75534.42737,162264.5726
60600000,2009,Subsistence,Magnitude,Among Population,92799.44,-,22805.1338,55284.99491,130313.8851
61900000,2009,Subsistence,Magnitude,Among Population,90738.93,-,56472.53874,-2158.396221,183636.2562
67900000,2009,Subsistence,Magnitude,Among Population,15134.15,-,7521.422063,2761.410706,27506.88929
63000000,2009,Subsistence,Magnitude,Among Population,183411.4,-,35535.35071,124955.7481,241867.0519
64500000,2009,Subsistence,Magnitude,Among Population,260376.2,-,54934.89492,170008.2979,350744.1021
71200000,2009,Subsistence,Magnitude,Among Population,253077.7,-,45155.2093,178797.3807,327358.0193
72200000,2009,Subsistence,Magnitude,Among Population,527567.9,-,71773.85516,409499.9083,645635.8917
74600000,2009,Subsistence,Magnitude,Among Population,174760.3,-,33897.99175,118998.1036,230522.4964
76100000,2009,Subsistence,Magnitude,Among Population,4794.892,-,3435.49111,-856.4908762,10446.27488
87800000,2009,Subsistence,Magnitude,Among Population,24211.69,-,11278.62196,5658.356874,42765.02313
82600000,2009,Subsistence,Magnitude,Among Population,144702.4,-,24410.07141,104547.8325,184856.9675
83700000,2009,Subsistence,Magnitude,Among Population,238136.8,-,33392.48417,183206.1635,293067.4365
84800000,2009,Subsistence,Magnitude,Among Population,162359.5,-,38616.12266,98835.97823,225883.0218
86400000,2009,Subsistence,Magnitude,Among Population,58109.38,-,19783.97338,25564.74379,90654.01621
86000000,2009,Subsistence,Magnitude,Among Population,150844.8,-,33083.48688,96422.46408,205267.1359
97200000,2009,Subsistence,Magnitude,Among Population,440573.4,-,47500.25486,362435.4808,518711.3192
97300000,2009,Subsistence,Magnitude,Among Population,261992.2,-,39946.03597,196280.9708,327703.4292
98300000,2009,Subsistence,Magnitude,Among Population,167614.7,-,22049.25563,131343.6745,203885.7255
99700000,2009,Subsistence,Magnitude,Among Population,2142.982,-,1712.801486,-674.5764445,4960.540445
101300000,2009,Subsistence,Magnitude,Among Population,305419.4,-,48164.10085,226189.4541,384649.3459
101800000,2009,Subsistence,Magnitude,Among Population,4291.127,-,3818.457296,-1990.235252,10572.48925
103500000,2009,Subsistence,Magnitude,Among Population,221351.3,-,41265.75608,153469.1313,289233.4687
104200000,2009,Subsistence,Magnitude,Among Population,137493.3,-,20077.00845,104466.6211,170519.9789
104300000,2009,Subsistence,Magnitude,Among Population,207620.4,-,35167.84128,149769.3011,265471.4989
112300000,2009,Subsistence,Magnitude,Among Population,140482.5,-,63442.82551,36119.05204,244845.948
112400000,2009,Subsistence,Magnitude,Among Population,286773.9,-,62698.00804,183635.6768,389912.1232
112500000,2009,Subsistence,Magnitude,Among Population,124323.4,-,22089.15703,87986.73668,160660.0633
118200000,2009,Subsistence,Magnitude,Among Population,91319.74,-,17567.6975,62420.87762,120218.6024
124700000,2009,Subsistence,Magnitude,Among Population,155375.4,-,35325.81667,97264.43158,213486.3684
128000000,2009,Subsistence,Magnitude,Among Population,137056.5,-,24105.45933,97403.0194,176709.9806
126300000,2009,Subsistence,Magnitude,Among Population,206207.9,-,33220.58776,151560.0331,260855.7669
126500000,2009,Subsistence,Magnitude,Among Population,131489.6,-,21722.99623,95755.27121,167223.9288
129800000,2009,Subsistence,Magnitude,Among Population,28738.42,-,11634.08832,9600.344707,47876.49529
160200000,2009,Subsistence,Magnitude,Among Population,157472.8,-,22495.91178,120467.0251,194478.5749
160300000,2009,Subsistence,Magnitude,Among Population,255169.9,-,30789.53685,204521.1119,305818.6881
166700000,2009,Subsistence,Magnitude,Among Population,173738.7,-,19446.30067,141749.5354,205727.8646
166800000,2009,Subsistence,Magnitude,Among Population,144766.8,-,20667.24383,110769.1839,178764.4161
150700000,2009,Subsistence,Magnitude,Among Population,7735.442,-,5325.717133,-1025.362685,16496.24668
153600000,2009,Subsistence,Magnitude,Among Population,229622.5,-,50194.51539,147052.5222,312192.4778
153800000,2009,Subsistence,Magnitude,Among Population,156520.7,-,37955.23982,94084.3305,218957.0695
156600000,2009,Subsistence,Magnitude,Among Population,34184.45,-,9940.815469,17831.80855,50537.09145
157000000,2009,Subsistence,Magnitude,Among Population,24416.66,-,14225.39431,1015.886356,47817.43364
130000000,2012,Subsistence,Magnitude,Among Population,58192.68,-,19107.74,26760.4477,89624.9123
140100000,2012,Subsistence,Magnitude,Among Population,30475.27,-,7832.881675,17590.17964,43360.36036
148100000,2012,Subsistence,Magnitude,Among Population,37988.55,-,11679.50137,18775.77025,57201.32975
141100000,2012,Subsistence,Magnitude,Among Population,4812.243,-,2710.351266,353.7151682,9270.770832
142700000,2012,Subsistence,Magnitude,Among Population,41953.08,-,8341.362048,28231.53943,55674.62057
143200000,2012,Subsistence,Magnitude,Among Population,26315.44,-,10700.87537,8712.500013,43918.37999
144400000,2012,Subsistence,Magnitude,Among Population,21552.72,-,6974.876149,10079.04874,33026.39126
12800000,2012,Subsistence,Magnitude,Among Population,8610.206,-,3867.871782,2247.556919,14972.85508
12900000,2012,Subsistence,Magnitude,Among Population,46225.44,-,23538.99787,7503.788501,84947.0915
13300000,2012,Subsistence,Magnitude,Among Population,54901.08,-,16462.2189,27820.72991,81981.43009
15500000,2012,Subsistence,Magnitude,Among Population,158771.2,-,26678.93165,114884.3574,202658.0426
20900000,2012,Subsistence,Magnitude,Among Population,3618.511,-,0,3618.511,3618.511
21500000,2012,Subsistence,Magnitude,Among Population,59768.54,-,14697.83719,35590.59783,83946.48217
23100000,2012,Subsistence,Magnitude,Among Population,82353.16,-,18502.91789,51915.86007,112790.4599
25000000,2012,Subsistence,Magnitude,Among Population,41711.25,-,28377.42146,-4969.608302,88392.1083
25700000,2012,Subsistence,Magnitude,Among Population,2305.993,-,2139.547265,-1213.562252,5825.548252
37700000,2012,Subsistence,Magnitude,Among Population,22784.55,-,4965.221805,14616.76013,30952.33987
30800000,2012,Subsistence,Magnitude,Among Population,18026.88,-,8013.850794,4844.095443,31209.66456
31400000,2012,Subsistence,Magnitude,Among Population,57584.96,-,27667.39384,12072.09714,103097.8229
34900000,2012,Subsistence,Magnitude,Among Population,150733.7,-,29653.27154,101954.0683,199513.3317
35400000,2012,Subsistence,Magnitude,Among Population,27690.11,-,21299.37461,-7347.361238,62727.58124
36900000,2012,Subsistence,Magnitude,Among Population,67703.69,-,16631.54927,40344.79145,95062.58855
37100000,2012,Subsistence,Magnitude,Among Population,48451.78,-,27718.74198,2854.449437,94049.11056
41000000,2012,Subsistence,Magnitude,Among Population,175737.9,-,44381.71471,102729.9793,248745.8207
42100000,2012,Subsistence,Magnitude,Among Population,17660.44,-,16869.06867,-10089.17795,45410.05795
43400000,2012,Subsistence,Magnitude,Among Population,49891.57,-,18324.58956,19747.62017,80035.51983
45600000,2012,Subsistence,Magnitude,Among Population,131608.6,-,33232.15014,76941.71302,186275.487
45800000,2012,Subsistence,Magnitude,Among Population,42629.23,-,18436.29208,12301.52953,72956.93047
174000000,2012,Subsistence,Magnitude,Among Population,19385.61,-,5647.285832,10095.82481,28675.39519
175100000,2012,Subsistence,Magnitude,Among Population,95953.23,-,30890.40675,45138.51089,146767.9491
175200000,2012,Subsistence,Magnitude,Among Population,94267.01,-,22579.92765,57123.02902,131410.991
175300000,2012,Subsistence,Magnitude,Among Population,103732.2,-,37529.16777,41996.71901,165467.681
175900000,2012,Subsistence,Magnitude,Among Population,36000.24,-,10010.66019,19532.70399,52467.77601
50500000,2012,Subsistence,Magnitude,Among Population,245109.3,-,39115.60196,180764.1348,309454.4652
51600000,2012,Subsistence,Magnitude,Among Population,55176.04,-,12780.32417,34152.40673,76199.67327
51700000,2012,Subsistence,Magnitude,Among Population,283964.6,-,44354.13069,211002.055,356927.145
52000000,2012,Subsistence,Magnitude,Among Population,62337.37,-,23082.1035,24367.30974,100307.4303
54100000,2012,Subsistence,Magnitude,Among Population,176910.7,-,37329.72977,115503.2945,238318.1055
56200000,2012,Subsistence,Magnitude,Among Population,106423.5,-,21324.77581,71344.2438,141502.7562
60400000,2012,Subsistence,Magnitude,Among Population,29176.83,-,10469.71249,11954.15295,46399.50705
60600000,2012,Subsistence,Magnitude,Among Population,67454.79,-,21070.58504,32793.67762,102115.9024
61900000,2012,Subsistence,Magnitude,Among Population,91947.23,-,30642.68831,41540.00773,142354.4523
67900000,2012,Subsistence,Magnitude,Among Population,17416.22,-,10214.28976,613.7133514,34218.72665
63000000,2012,Subsistence,Magnitude,Among Population,222680,-,42664.93604,152496.1802,292863.8198
