psgc_regn,pov_regn_year,pov_reign_sector,pov_regn_type_of_poverty,pov_regn_measure,pov_regn_universe,estimate,coefficient_of_variation,standard_error,lower_limit,upper_limit
160000000,2006,Employed,Poverty,Magnitude,Among Population,307615.1,7.713839,-,293221.37,322008.83
150000000,2006,Employed,Poverty,Magnitude,Among Population,393727.8,6.930843,-,375489.98,411965.62
130000000,2009,Employed,Poverty,Magnitude,Among Population,99334.13,12.05878,-,98899.08,99769.18
140000000,2009,Employed,Poverty,Magnitude,Among Population,144633.7,11.07829,-,138761.18,150506.22
10000000,2009,Employed,Poverty,Magnitude,Among Population,355610,7.61325,-,346700.54,364519.46
20000000,2009,Employed,Poverty,Magnitude,Among Population,204093.3,9.20882,-,199149.49,209037.11
30000000,2009,Employed,Poverty,Magnitude,Among Population,477980,8.632386,-,469100.1,486859.9
40000000,2009,Employed,Poverty,Magnitude,Among Population,465226.9,9.40313,-,457728.2,472725.6
170000000,2009,Employed,Poverty,Magnitude,Among Population,323893.3,7.330339,-,312869.36,334917.24
50000000,2009,Employed,Poverty,Magnitude,Among Population,757492.2,4.661835,-,736080.15,778904.25
60000000,2009,Employed,Poverty,Magnitude,Among Population,754909.7,6.675313,-,733112.54,776706.86
70000000,2009,Employed,Poverty,Magnitude,Among Population,833306.4,6.751345,-,805058,861554.8
80000000,2009,Employed,Poverty,Magnitude,Among Population,569725.4,5.296497,-,552429.22,587021.58
90000000,2009,Employed,Poverty,Magnitude,Among Population,530956.6,6.974146,-,506924.26,554988.94
100000000,2009,Employed,Poverty,Magnitude,Among Population,640793.5,6.513275,-,616026.98,665560.02
110000000,2009,Employed,Poverty,Magnitude,Among Population,432717.5,9.115738,-,416024.25,449410.75
120000000,2009,Employed,Poverty,Magnitude,Among Population,471644.7,7.166288,-,454871.56,488417.84
160000000,2009,Employed,Poverty,Magnitude,Among Population,380583.2,6.093493,-,364916.13,396250.27
150000000,2009,Employed,Poverty,Magnitude,Among Population,437886,6.68951,-,418095.36,457676.64
130000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
140000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
10000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
20000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
30000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
40000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
170000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
50000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
60000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
70000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
80000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
90000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
100000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
110000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
120000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
160000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
150000000,2012,Employed,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
140000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
10000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
20000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
30000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
40000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
170000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
50000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
60000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
70000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
80000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
90000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
100000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
110000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
120000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
160000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
150000000,2003,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,2006,Unemployed,Poverty,Magnitude,Among Population,29680.86,19.25096,-,29159.80921,30201.91079
140000000,2006,Unemployed,Poverty,Magnitude,Among Population,2753.493,33.09412,-,2600.148725,2906.837275
10000000,2006,Unemployed,Poverty,Magnitude,Among Population,31460.64,14.27212,-,29843.21639,33078.06361
20000000,2006,Unemployed,Poverty,Magnitude,Among Population,4174.661,19.95664,-,4013.016024,4336.305976
30000000,2006,Unemployed,Poverty,Magnitude,Among Population,35176.83,13.82366,-,34286.46498,36067.19502
40000000,2006,Unemployed,Poverty,Magnitude,Among Population,29874.93,14.60512,-,29351.63209,30398.22791
170000000,2006,Unemployed,Poverty,Magnitude,Among Population,10757.26,14.04337,-,10043.87761,11470.64239
50000000,2006,Unemployed,Poverty,Magnitude,Among Population,41827.89,7.699886,-,39681.8172,43973.9628
60000000,2006,Unemployed,Poverty,Magnitude,Among Population,15474.27,19.9479,-,14880.16151,16068.37849
70000000,2006,Unemployed,Poverty,Magnitude,Among Population,47259.58,12.26675,-,44416.67911,50102.48089
80000000,2006,Unemployed,Poverty,Magnitude,Among Population,25654.73,9.55822,-,24348.78394,26960.67606
90000000,2006,Unemployed,Poverty,Magnitude,Among Population,6399.423,30.16583,-,5843.832627,6955.013373
100000000,2006,Unemployed,Poverty,Magnitude,Among Population,27095.47,11.48247,-,25531.19168,28659.74832
110000000,2006,Unemployed,Poverty,Magnitude,Among Population,26412.39,13.6307,-,24997.48477,27827.29523
120000000,2006,Unemployed,Poverty,Magnitude,Among Population,15885.53,13.04251,-,14958.3774,16812.6826
160000000,2006,Unemployed,Poverty,Magnitude,Among Population,15249,18.45125,-,13950.98959,16547.01041
150000000,2006,Unemployed,Poverty,Magnitude,Among Population,6924.592,23.39477,-,6284.042215,7565.141785
130000000,2009,Unemployed,Poverty,Magnitude,Among Population,31889.37,17.58373,-,31339.77264,32438.96736
140000000,2009,Unemployed,Poverty,Magnitude,Among Population,2033.231,35.66763,-,1959.812928,2106.649072
10000000,2009,Unemployed,Poverty,Magnitude,Among Population,22149.62,14.85362,-,21318.05654,22981.18346
20000000,2009,Unemployed,Poverty,Magnitude,Among Population,6909.873,19.95766,-,6505.325001,7314.420999
30000000,2009,Unemployed,Poverty,Magnitude,Among Population,39632.17,12.47853,-,38701.36909,40562.97091
40000000,2009,Unemployed,Poverty,Magnitude,Among Population,50258.04,11.44042,-,49227.19676,51288.88324
170000000,2009,Unemployed,Poverty,Magnitude,Among Population,13416.41,14.81482,-,12509.00218,14323.81782
50000000,2009,Unemployed,Poverty,Magnitude,Among Population,37558.67,9.521867,-,35488.57196,39628.76804
60000000,2009,Unemployed,Poverty,Magnitude,Among Population,38102.94,9.173008,-,36874.21817,39331.66183
70000000,2009,Unemployed,Poverty,Magnitude,Among Population,56745.71,10.47845,-,54257.93662,59233.48338
80000000,2009,Unemployed,Poverty,Magnitude,Among Population,38793.01,8.54703,-,36785.744,40800.276
90000000,2009,Unemployed,Poverty,Magnitude,Among Population,14616.97,18.82734,-,13536.05005,15697.88995
100000000,2009,Unemployed,Poverty,Magnitude,Among Population,20987.72,15.46933,-,19803.8232,22171.6168
110000000,2009,Unemployed,Poverty,Magnitude,Among Population,19606.8,15.03917,-,18695.15402,20518.44598
120000000,2009,Unemployed,Poverty,Magnitude,Among Population,27522.44,14.49935,-,25366.41809,29678.46191
160000000,2009,Unemployed,Poverty,Magnitude,Among Population,35003.15,7.424304,-,33091.98891,36914.31109
150000000,2009,Unemployed,Poverty,Magnitude,Among Population,9879.648,25.77867,-,8899.901417,10859.39458
130000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
140000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
10000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
20000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
30000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
40000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
170000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
50000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
60000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
70000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
80000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
90000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
100000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
110000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
120000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
160000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
150000000,2012,Unemployed,Poverty,Magnitude,Among Population,-,-,-,-,-
130000000,1991,-,-,Income Gap,-,-,-,-,-,-
140000000,1991,-,-,Income Gap,-,-,-,-,-,-
10000000,1991,-,-,Income Gap,-,-,-,-,-,-
20000000,1991,-,-,Income Gap,-,-,-,-,-,-
30000000,1991,-,-,Income Gap,-,-,-,-,-,-
40000000,1991,-,-,Income Gap,-,-,-,-,-,-
170000000,1991,-,-,Income Gap,-,-,-,-,-,-
90000000,1991,-,-,Income Gap,-,-,-,-,-,-
50000000,1991,-,-,Income Gap,-,-,-,-,-,-
60000000,1991,-,-,Income Gap,-,-,-,-,-,-
70000000,1991,-,-,Income Gap,-,-,-,-,-,-
80000000,1991,-,-,Income Gap,-,-,-,-,-,-
100000000,1991,-,-,Income Gap,-,-,-,-,-,-
110000000,1991,-,-,Income Gap,-,-,-,-,-,-
120000000,1991,-,-,Income Gap,-,-,-,-,-,-
160000000,1991,-,-,Income Gap,-,-,-,-,-,-
150000000,1991,-,-,Income Gap,-,-,-,-,-,-
130000000,2006,-,-,Income Gap,-,17.88114,-,2.5333,13.7138615,22.0484185
140000000,2006,-,-,Income Gap,-,29.22816,-,1.21944,27.2221812,31.2341388
10000000,2006,-,-,Income Gap,-,23.30454,-,0.74501,22.07899855,24.53008145
20000000,2006,-,-,Income Gap,-,23.09876,-,1.11338,21.2672499,24.9302701
30000000,2006,-,-,Income Gap,-,20.87957,-,0.9639,19.2939545,22.4651855
40000000,2006,-,-,Income Gap,-,22.67004,-,0.99052,21.0406346,24.2994454
170000000,2006,-,-,Income Gap,-,28.52763,-,1.36722,26.2785531,30.7767069
90000000,2006,-,-,Income Gap,-,28.00886,-,0.8442,26.620151,29.397569
50000000,2006,-,-,Income Gap,-,24.37764,-,0.74029,23.15986295,25.59541705
60000000,2006,-,-,Income Gap,-,30.75752,-,0.85225,29.35556875,32.15947125
70000000,2006,-,-,Income Gap,-,28.70277,-,1.03481,27.00050755,30.40503245
80000000,2006,-,-,Income Gap,-,34.44875,-,1.56542,31.8736341,37.0238659
100000000,2006,-,-,Income Gap,-,30.96412,-,0.99166,29.3328393,32.5954007
110000000,2006,-,-,Income Gap,-,28.40719,-,0.85183,27.00592965,29.80845035
120000000,2006,-,-,Income Gap,-,27.81385,-,0.78847,26.51681685,29.11088315
160000000,2006,-,-,Income Gap,-,31.86527,-,1.09628,30.0618894,33.6686506
150000000,2006,-,-,Income Gap,-,23.85133,-,1.20904,21.8624592,25.8402008
130000000,2009,-,-,Income Gap,-,16.62758,-,1.49014,14.1762997,19.0788603
140000000,2009,-,-,Income Gap,-,28.5639,-,1.49202,26.1095271,31.0182729
10000000,2009,-,-,Income Gap,-,22.75831,-,1.20612,20.7742426,24.7423774
20000000,2009,-,-,Income Gap,-,23.41243,-,0.98615,21.79021325,25.03464675
30000000,2009,-,-,Income Gap,-,21.60828,-,1.00648,19.9526204,23.2639396
40000000,2009,-,-,Income Gap,-,19.38457,-,0.9701,17.7887555,20.9803845
170000000,2009,-,-,Income Gap,-,25.34215,-,1.65664,22.6169772,28.0673228
90000000,2009,-,-,Income Gap,-,25.12285,-,0.84469,23.73333495,26.51236505
50000000,2009,-,-,Income Gap,-,23.72861,-,1.1329,21.8649895,25.5922305
60000000,2009,-,-,Income Gap,-,27.70347,-,1.14945,25.81262475,29.59431525
70000000,2009,-,-,Income Gap,-,27.6632,-,0.90435,26.17554425,29.15085575
80000000,2009,-,-,Income Gap,-,32.74587,-,1.30558,30.5981909,34.8935491
100000000,2009,-,-,Income Gap,-,30.56658,-,0.96012,28.9871826,32.1459774
110000000,2009,-,-,Income Gap,-,27.92666,-,2.05428,24.5473694,31.3059506
120000000,2009,-,-,Income Gap,-,27.52461,-,0.92589,26.00152095,29.04769905
160000000,2009,-,-,Income Gap,-,32.406,-,0.89057,30.94101235,33.87098765
150000000,2009,-,-,Income Gap,-,22.0694,-,1.2161,20.0689155,24.0698845
130000000,2012,-,-,Income Gap,-,17.15675,-,1.52273,14.65185915,19.66164085
140000000,2012,-,-,Income Gap,-,26.89851,-,1.62534,24.2248257,29.5721943
10000000,2012,-,-,Income Gap,-,21.85334,-,1.1868,19.901054,23.805626
20000000,2012,-,-,Income Gap,-,21.47112,-,1.56111,18.90309405,24.03914595
30000000,2012,-,-,Income Gap,-,21.40753,-,0.84953,20.01005315,22.80500685
40000000,2012,-,-,Income Gap,-,22.05923,-,1.17335,20.12906925,23.98939075
170000000,2012,-,-,Income Gap,-,26.01539,-,1.27755,23.91382025,28.11695975
90000000,2012,-,-,Income Gap,-,24.98087,-,0.76129,23.72854795,26.23319205
50000000,2012,-,-,Income Gap,-,23.65356,-,0.94385,22.10092675,25.20619325
60000000,2012,-,-,Income Gap,-,28.06448,-,0.9673,26.4732715,29.6556885
70000000,2012,-,-,Income Gap,-,27.18598,-,0.99829,25.54379295,28.82816705
80000000,2012,-,-,Income Gap,-,28.4368,-,1.07061,26.67051415,30.20308585
100000000,2012,-,-,Income Gap,-,30.31956,-,1.06768,28.5632264,32.0758936
110000000,2012,-,-,Income Gap,-,27.12472,-,1.22831,25.10415005,29.14528995
120000000,2012,-,-,Income Gap,-,31.08,-,1.36203,28.83946065,33.32053935
160000000,2012,-,-,Income Gap,-,27.43362,-,1.01326,25.7668073,29.1004327
150000000,2012,-,-,Income Gap,-,26.93145,-,1.69281,24.14677755,29.71612245
130000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
140000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
10000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
20000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
30000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
40000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
170000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
90000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
50000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
60000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
70000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
80000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
100000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
110000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
120000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
160000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
150000000,1991,-,-,Poverty Gap,-,-,-,-,-,-
130000000,2006,-,-,Poverty Gap,-,0.52439,-,0.08012,0.3925926,0.6561874
140000000,2006,-,-,Poverty Gap,-,6.17011,-,0.79136,4.8683228,7.4718972
10000000,2006,-,-,Poverty Gap,-,4.64019,-,0.41955,3.95003025,5.33034975
20000000,2006,-,-,Poverty Gap,-,5.02036,-,0.48666,4.2198043,5.8209157
30000000,2006,-,-,Poverty Gap,-,2.15609,-,0.20757,1.81463735,2.49754265
40000000,2006,-,-,Poverty Gap,-,1.76181,-,0.18196,1.4624858,2.0611342
170000000,2006,-,-,Poverty Gap,-,9.25681,-,0.96801,7.66443355,10.84918645
90000000,2006,-,-,Poverty Gap,-,9.90634,-,0.61199,8.89961645,10.91306355
50000000,2006,-,-,Poverty Gap,-,5.52272,-,0.43575,4.80591125,6.23952875
60000000,2006,-,-,Poverty Gap,-,9.43615,-,0.7147,8.2604685,10.6118315
70000000,2006,-,-,Poverty Gap,-,9.67626,-,0.75015,8.44226325,10.91025675
80000000,2006,-,-,Poverty Gap,-,13.76555,-,1.143,11.885315,15.645785
100000000,2006,-,-,Poverty Gap,-,9.93485,-,0.74759,8.70506445,11.16463555
110000000,2006,-,-,Poverty Gap,-,7.2137,-,0.66636,6.1175378,8.3098622
120000000,2006,-,-,Poverty Gap,-,8.68503,-,0.65131,7.61362505,9.75643495
160000000,2006,-,-,Poverty Gap,-,13.29208,-,1.00753,11.63469315,14.94946685
150000000,2006,-,-,Poverty Gap,-,9.66462,-,1.02094,7.9851737,11.3440663
130000000,2009,-,-,Poverty Gap,-,0.39374,-,0.07162,0.2759251,0.5115549
140000000,2009,-,-,Poverty Gap,-,5.48855,-,0.82447,4.13229685,6.84480315
10000000,2009,-,-,Poverty Gap,-,3.81466,-,0.43219,3.10370745,4.52561255
20000000,2009,-,-,Poverty Gap,-,4.73556,-,0.45315,3.99012825,5.48099175
30000000,2009,-,-,Poverty Gap,-,2.30354,-,0.22737,1.92951635,2.67756365
40000000,2009,-,-,Poverty Gap,-,1.70402,-,0.20748,1.3627154,2.0453246
170000000,2009,-,-,Poverty Gap,-,6.89559,-,0.90864,5.4008772,8.3903028
90000000,2009,-,-,Poverty Gap,-,8.87043,-,0.5849,7.9082695,9.8325905
50000000,2009,-,-,Poverty Gap,-,5.5995,-,0.57569,4.65248995,6.54651005
60000000,2009,-,-,Poverty Gap,-,7.20326,-,0.67151,6.09862605,8.30789395
70000000,2009,-,-,Poverty Gap,-,9.54091,-,0.65775,8.45891125,10.62290875
80000000,2009,-,-,Poverty Gap,-,12.93486,-,1.13028,11.0755494,14.7941706
100000000,2009,-,-,Poverty Gap,-,10.17839,-,0.75981,8.92850255,11.42827745
110000000,2009,-,-,Poverty Gap,-,7.12928,-,1.03659,5.42408945,8.83447055
120000000,2009,-,-,Poverty Gap,-,8.47702,-,0.68521,7.34984955,9.60419045
160000000,2009,-,-,Poverty Gap,-,14.92073,-,0.95029,13.35750295,16.48395705
150000000,2009,-,-,Poverty Gap,-,8.8137,-,0.98477,7.19375335,10.43364665
130000000,2012,-,-,Poverty Gap,-,0.4501,-,0.0664,0.340872,0.559328
140000000,2012,-,-,Poverty Gap,-,4.69861,-,0.72706,3.5025963,5.8946237
10000000,2012,-,-,Poverty Gap,-,3.06034,-,0.3556,2.475378,3.645302
20000000,2012,-,-,Poverty Gap,-,3.64683,-,0.54449,2.75114395,4.54251605
30000000,2012,-,-,Poverty Gap,-,2.15414,-,0.22103,1.79054565,2.51773435
40000000,2012,-,-,Poverty Gap,-,1.83802,-,0.2106,1.491583,2.184457
170000000,2012,-,-,Poverty Gap,-,6.13556,-,0.77391,4.86247805,7.40864195
90000000,2012,-,-,Poverty Gap,-,8.06121,-,0.54563,7.16364865,8.95877135
50000000,2012,-,-,Poverty Gap,-,5.38217,-,0.4606,4.624483,6.139857
60000000,2012,-,-,Poverty Gap,-,7.21837,-,0.61687,6.20361885,8.23312115
70000000,2012,-,-,Poverty Gap,-,10.16488,-,0.77044,8.8975062,11.4322538
80000000,2012,-,-,Poverty Gap,-,9.57206,-,0.7559,8.3229457,10.8211743
100000000,2012,-,-,Poverty Gap,-,9.94228,-,0.9482,8.382491,11.502069
110000000,2012,-,-,Poverty Gap,-,6.7691,-,0.80119,5.45114245,8.08705755
120000000,2012,-,-,Poverty Gap,-,11.51926,-,1.0123,9.8540265,13.1844935
160000000,2012,-,-,Poverty Gap,-,8.7429,-,0.69414,7.6010397,9.8847603
150000000,2012,-,-,Poverty Gap,-,13.11634,-,1.45614,10.7209897,15.5116903
130000000,1991,-,-,Severity of Poverty,-,-,-,-,-,-
140000000,1991,-,-,Severity of Poverty,-,-,-,-,-,-
